month,day,year,position01,position02,position03,position04,position05,position06
02,2,2023,14,24,28,36,37,35
02,1,2023,7,15,25,28,37,4
01,31,2023,26,27,29,31,33,20
01,30,2023,7,9,22,27,32,4
01,29,2023,3,5,18,28,33,19
01,28,2023,3,11,15,24,33,38
01,27,2023,1,8,20,22,38,7
01,26,2023,16,18,23,28,31,24
01,25,2023,18,20,23,27,28,36
01,24,2023,2,13,16,27,36,31
01,23,2023,11,14,21,37,38,13
01,22,2023,2,5,10,11,39,8
01,21,2023,2,8,14,25,35,26
01,20,2023,5,7,13,34,35,24
01,19,2023,5,12,16,31,39,6
01,18,2023,7,8,22,25,38,21
01,17,2023,4,16,19,22,24,21
01,16,2023,1,2,10,16,33,26
01,15,2023,3,10,16,19,37,15
01,14,2023,19,22,24,36,37,25
01,13,2023,1,5,20,34,39,9
01,12,2023,3,22,23,28,38,35
01,11,2023,1,9,11,24,25,19
01,10,2023,17,21,23,27,33,18
01,9,2023,8,15,23,31,33,24
01,8,2023,4,10,20,24,32,35
01,7,2023,6,9,20,22,27,16
01,6,2023,6,19,24,34,39,30
01,5,2023,3,11,20,23,30,33
01,4,2023,6,7,31,35,37,16
01,3,2023,7,22,23,25,33,13
01,2,2023,10,22,30,35,38,18
01,1,2023,9,11,13,25,31,27
12,31,2022,10,11,14,18,34,26
12,30,2022,2,11,21,22,33,37
12,29,2022,3,11,22,23,38,29
12,28,2022,2,7,23,32,36,37
12,27,2022,4,6,8,21,37,32
12,26,2022,2,5,15,29,31,11
12,25,2022,8,18,19,23,34,28
12,24,2022,2,6,13,19,39,25
12,23,2022,1,4,29,32,36,27
12,22,2022,19,20,28,34,35,4
12,21,2022,22,23,25,31,35,15
12,20,2022,20,26,27,28,30,31
12,19,2022,8,10,21,32,35,31
12,18,2022,8,9,10,18,28,12
12,17,2022,15,27,30,33,38,34
12,16,2022,21,24,29,33,35,36
12,15,2022,6,7,22,27,35,20
12,14,2022,10,14,15,20,35,8
12,13,2022,1,6,7,31,37,12
12,12,2022,4,23,28,33,36,8
12,11,2022,10,14,25,28,33,17
12,10,2022,9,16,36,38,39,8
12,9,2022,17,19,22,27,36,38
12,8,2022,6,11,13,35,38,3
12,7,2022,3,13,27,31,39,1
12,6,2022,11,14,20,32,33,38
12,5,2022,5,22,26,27,34,38
12,4,2022,4,11,21,33,35,37
12,3,2022,12,15,25,37,39,8
12,2,2022,1,25,26,36,37,10
12,1,2022,1,10,13,19,25,2
11,30,2022,1,6,11,12,39,33
11,29,2022,4,6,16,22,27,10
11,28,2022,2,10,17,33,37,16
11,27,2022,14,17,28,29,30,39
11,26,2022,8,15,29,37,38,35
11,25,2022,15,27,30,33,39,12
11,24,2022,7,10,14,24,35,27
11,23,2022,4,20,23,24,35,13
11,22,2022,3,18,21,28,36,4
11,21,2022,1,9,21,23,33,22
11,20,2022,10,13,18,26,29,8
11,19,2022,14,18,22,34,35,17
11,18,2022,16,18,19,31,37,6
11,17,2022,6,10,17,27,33,1
11,16,2022,3,13,19,23,24,16
11,15,2022,14,15,21,26,29,25
11,14,2022,4,21,23,24,39,29
11,13,2022,1,4,12,27,34,31
11,12,2022,3,10,20,29,31,23
11,11,2022,9,19,24,32,34,2
11,10,2022,1,5,7,13,26,24
11,9,2022,4,6,29,32,36,30
11,8,2022,1,4,16,33,34,30
11,7,2022,8,11,26,29,35,16
11,6,2022,3,13,22,31,34,15
11,5,2022,7,16,19,27,31,17
11,4,2022,3,23,24,26,38,12
11,3,2022,5,6,16,28,37,34
11,2,2022,11,15,16,18,35,17
11,1,2022,1,5,6,11,36,24
10,31,2022,4,10,15,19,26,25
10,30,2022,3,5,18,24,33,25
10,29,2022,4,5,16,26,38,36
10,28,2022,10,23,24,25,35,8
10,27,2022,2,4,9,22,33,27
10,26,2022,1,10,22,24,29,9
10,25,2022,13,14,22,23,30,8
10,24,2022,9,10,11,20,34,18
10,23,2022,6,17,25,27,38,12
10,22,2022,6,8,25,28,39,23
10,21,2022,8,10,26,33,35,36
10,20,2022,8,10,17,21,22,2
10,19,2022,13,14,18,19,28,5
10,18,2022,9,21,22,31,32,29
10,17,2022,11,32,33,36,38,18
10,16,2022,1,10,19,29,32,6
10,15,2022,5,16,17,26,36,35
10,14,2022,4,14,18,26,32,9
10,13,2022,6,7,12,20,34,9
10,12,2022,5,10,16,23,32,1
10,11,2022,6,13,30,31,37,19
10,10,2022,2,23,30,31,39,19
10,9,2022,2,6,25,30,39,26
10,8,2022,3,5,10,18,38,24
10,7,2022,6,7,36,38,39,1
10,6,2022,15,17,18,29,35,38
10,5,2022,1,8,10,13,37,34
10,4,2022,18,25,28,30,31,13
10,3,2022,13,19,20,32,36,3
10,2,2022,1,2,6,8,18,35
10,1,2022,6,15,17,28,36,39
09,30,2022,1,20,21,28,30,7
09,29,2022,3,6,28,32,35,36
09,28,2022,4,11,16,30,37,38
09,27,2022,4,17,27,28,32,33
09,26,2022,1,15,25,35,38,16
09,25,2022,3,12,18,22,39,19
09,24,2022,8,17,18,20,34,13
09,23,2022,6,17,23,28,29,32
09,22,2022,4,16,27,31,39,24
09,21,2022,16,19,30,31,32,34
09,20,2022,1,2,5,27,34,20
09,19,2022,6,8,17,24,34,19
09,18,2022,8,11,27,34,39,20
09,17,2022,1,7,14,23,35,18
09,16,2022,31,32,35,36,39,7
09,15,2022,6,8,9,13,34,14
09,14,2022,3,15,24,27,38,17
09,13,2022,6,13,17,33,39,21
09,12,2022,19,22,28,32,33,10
09,11,2022,4,8,9,15,33,32
09,10,2022,1,5,15,19,21,4
09,9,2022,6,13,16,22,28,11
09,8,2022,3,13,18,32,35,5
09,7,2022,7,15,18,25,26,34
09,6,2022,6,8,17,24,37,16
09,5,2022,4,8,19,32,39,30
09,4,2022,11,13,22,30,34,12
09,3,2022,9,15,19,24,26,8
09,2,2022,14,16,29,30,31,7
09,1,2022,3,4,19,22,28,39
08,31,2022,4,5,26,32,39,28
08,30,2022,10,13,16,20,36,15
08,29,2022,7,20,21,35,36,15
08,28,2022,4,6,20,24,38,36
08,27,2022,6,9,14,30,32,34
08,26,2022,4,9,12,26,38,22
08,25,2022,6,16,18,33,37,31
08,24,2022,2,3,6,15,19,32
08,23,2022,5,8,12,21,39,35
08,22,2022,4,16,19,22,27,36
08,21,2022,14,25,32,36,39,26
08,20,2022,2,13,17,33,36,23
08,19,2022,9,12,23,24,35,32
08,18,2022,5,6,19,34,39,31
08,17,2022,1,10,16,38,39,24
08,16,2022,14,15,19,30,33,26
08,15,2022,6,9,12,23,24,27
08,14,2022,6,23,28,30,39,16
08,13,2022,7,11,20,31,34,14
08,12,2022,6,11,30,34,39,29
08,11,2022,8,20,22,35,38,16
08,10,2022,5,10,16,22,38,24
08,9,2022,23,26,28,30,34,5
08,8,2022,16,25,27,34,36,26
08,7,2022,4,13,14,22,34,10
08,6,2022,2,19,21,31,35,10
08,5,2022,1,22,28,33,39,23
08,4,2022,1,10,13,22,25,26
08,3,2022,6,7,8,23,32,11
08,2,2022,1,19,26,34,39,16
08,1,2022,11,13,16,30,36,22
07,31,2022,14,22,25,33,37,4
07,30,2022,15,16,24,35,37,14
07,29,2022,3,5,19,26,30,10
07,28,2022,3,16,20,27,36,4
07,27,2022,10,13,23,36,39,30
07,26,2022,2,5,7,15,25,21
07,25,2022,10,13,35,37,39,8
07,24,2022,7,10,13,26,27,6
07,23,2022,6,12,25,26,37,8
07,22,2022,1,14,16,18,29,22
07,21,2022,3,11,13,22,37,4
07,20,2022,2,13,18,23,34,21
07,19,2022,10,15,17,21,32,12
07,18,2022,3,13,27,31,36,35
07,17,2022,1,10,11,13,14,3
07,16,2022,5,13,14,26,30,36
07,15,2022,4,9,27,34,39,7
07,14,2022,7,11,22,30,36,29
07,13,2022,7,19,21,22,33,25
07,12,2022,7,9,10,14,36,2
07,11,2022,5,10,28,32,39,19
07,10,2022,3,9,10,11,34,37
07,9,2022,7,21,22,25,32,33
07,8,2022,1,15,30,33,36,16
07,7,2022,10,13,16,29,31,11
07,6,2022,11,22,24,25,28,31
07,5,2022,5,16,18,31,39,3
07,4,2022,15,23,25,27,38,32
07,3,2022,11,29,31,34,38,16
07,2,2022,1,14,18,22,38,31
07,1,2022,1,3,17,23,34,8
06,30,2022,9,11,13,33,34,39
06,29,2022,3,4,24,27,28,17
06,28,2022,21,30,32,38,39,14
06,27,2022,8,15,19,28,31,22
06,26,2022,13,14,18,24,26,38
06,25,2022,5,17,26,29,31,32
06,24,2022,1,11,15,19,29,6
06,23,2022,18,23,30,31,32,3
06,22,2022,14,17,20,24,31,33
06,21,2022,5,6,10,16,35,11
06,20,2022,1,7,10,32,39,15
06,19,2022,11,21,34,35,36,10
06,18,2022,2,15,24,32,38,8
06,17,2022,6,10,17,21,35,32
06,16,2022,11,20,25,29,35,32
06,15,2022,17,22,26,31,32,8
06,14,2022,1,7,9,25,34,11
06,13,2022,8,13,29,31,33,6
06,12,2022,5,23,31,36,38,7
06,11,2022,5,9,16,22,36,2
06,10,2022,9,12,18,20,22,34
06,9,2022,7,15,22,33,38,19
06,8,2022,1,14,15,19,22,32
06,7,2022,10,18,19,21,34,15
06,6,2022,1,6,24,27,30,37
06,5,2022,2,12,27,29,37,25
06,4,2022,10,11,12,29,35,33
06,3,2022,8,23,28,29,37,18
06,2,2022,4,19,36,38,39,5
06,1,2022,7,11,13,14,31,3
05,31,2022,16,17,19,27,34,10
05,30,2022,8,23,31,36,39,7
05,29,2022,19,21,30,35,38,5
05,28,2022,12,16,17,20,26,38
05,27,2022,13,14,18,31,35,9
05,26,2022,2,10,15,20,21,32
05,25,2022,12,24,27,28,33,4
05,24,2022,3,4,12,28,36,16
05,23,2022,3,7,8,10,25,32
05,22,2022,4,6,9,22,28,35
05,21,2022,13,19,27,35,38,17
05,20,2022,20,21,24,33,39,17
05,19,2022,5,19,28,33,34,8
05,18,2022,12,14,15,19,32,21
05,17,2022,1,6,28,29,36,35
05,16,2022,7,14,27,31,35,28
05,15,2022,10,11,12,21,35,18
05,14,2022,1,7,20,21,24,15
05,13,2022,8,16,22,25,28,35
05,12,2022,1,5,14,26,34,27
05,11,2022,1,5,18,21,32,39
05,10,2022,4,21,26,28,31,29
05,9,2022,5,8,11,18,37,38
05,8,2022,3,7,14,33,39,38
05,7,2022,8,9,18,28,38,17
05,6,2022,6,8,9,27,30,10
05,5,2022,11,13,20,22,39,30
05,4,2022,12,14,17,19,26,3
05,3,2022,1,17,22,26,27,29
05,2,2022,1,11,15,33,39,6
05,1,2022,5,10,13,18,29,28
04,30,2022,2,9,11,15,22,31
04,29,2022,5,13,16,32,37,33
04,28,2022,5,24,26,30,37,6
04,27,2022,1,30,33,36,38,10
04,26,2022,1,6,9,16,20,2
04,25,2022,3,4,15,31,34,11
04,24,2022,3,4,23,25,28,17
04,23,2022,1,2,15,37,39,4
04,22,2022,9,23,25,32,36,8
04,21,2022,10,18,22,25,36,15
04,20,2022,2,10,26,31,36,38
04,19,2022,3,5,13,17,27,18
04,18,2022,1,12,17,26,28,33
04,17,2022,8,13,24,26,28,21
04,16,2022,5,23,26,32,35,27
04,15,2022,15,21,28,30,31,29
04,14,2022,2,14,22,27,32,24
04,13,2022,13,22,23,35,39,28
04,12,2022,11,23,29,31,36,7
04,11,2022,3,6,21,29,38,17
04,10,2022,1,4,7,11,29,19
04,9,2022,1,12,19,22,30,4
04,8,2022,10,11,25,36,37,13
