"ID","gameID","isActive","drawingDay","drawingTime","shortDescription","dateCreated","dateModified","createdBy","modifiedBy"
"90","12","1","1","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"91","12","1","2","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"92","12","1","3","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"93","12","1","4","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"94","12","1","5","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"95","12","1","6","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"96","12","1","7","13:50:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"97","13","1","1","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"98","13","1","2","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"99","13","1","3","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"100","13","1","4","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"101","13","1","5","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"102","13","1","6","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"103","13","1","7","19:50:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"104","72","1","1","13:50:00.0000000","","","","",""
"105","72","1","2","13:50:00.0000000","","","","",""
"106","72","1","3","13:50:00.0000000","","","","",""
"107","72","1","4","13:50:00.0000000","","","","",""
"108","72","1","5","13:50:00.0000000","","","","",""
"109","72","1","6","13:50:00.0000000","","","","",""
"110","72","1","7","13:50:00.0000000","","","","",""
"111","73","1","1","19:50:00.0000000","","","","",""
"112","73","1","2","19:50:00.0000000","","","","",""
"113","73","1","3","19:50:00.0000000","","","","",""
"114","73","1","4","19:50:00.0000000","","","","",""
"115","73","1","5","19:50:00.0000000","","","","",""
"116","73","1","6","19:50:00.0000000","","","","",""
"117","73","1","7","19:50:00.0000000","","","","",""
"118","49","1","4","23:15:00.0000000","","","2024-03-06 10:23:51.233000000","",""
"119","49","1","7","23:15:00.0000000","","","2024-03-06 10:23:51.233000000","",""
"120","75","1","4","23:15:00.0000000","","","","",""
"121","75","1","7","23:15:00.0000000","","","","",""
"122","15","1","1","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"123","15","1","2","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"124","15","1","3","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"125","15","1","4","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"126","15","1","5","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"127","15","1","6","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"128","15","1","7","23:15:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"129","77","1","3","23:15:00.0000000","","","","",""
"130","77","1","6","23:15:00.0000000","","","","",""
"131","66","1","1","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"132","66","1","2","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"133","66","1","3","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"134","66","1","4","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"135","66","1","5","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"136","66","1","6","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"137","66","1","7","13:30:00.0000000","","","2024-03-06 10:25:01.890000000","",""
"138","67","1","1","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"139","67","1","2","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"140","67","1","3","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"141","67","1","4","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"142","67","1","5","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"143","67","1","6","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"144","67","1","7","21:45:00.0000000","","","2024-03-06 10:24:45.570000000","",""
"145","10","1","1","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"146","10","1","2","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"147","10","1","3","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"148","10","1","4","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"149","10","1","5","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"150","10","1","6","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"151","10","1","7","13:30:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"152","11","1","1","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"153","11","1","2","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"154","11","1","3","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"155","11","1","4","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"156","11","1","5","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"157","11","1","6","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"158","11","1","7","21:45:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"159","12","1","1","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"160","12","1","2","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"161","12","1","3","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"162","12","1","4","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"163","12","1","5","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"164","12","1","6","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"165","12","1","7","13:30:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"166","13","1","1","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"167","13","1","2","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"168","13","1","3","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"169","13","1","4","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"170","13","1","5","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"171","13","1","6","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"172","13","1","7","21:45:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"173","72","1","1","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"174","72","1","2","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"175","72","1","3","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"176","72","1","4","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"177","72","1","5","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"178","72","1","6","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"179","72","1","7","13:30:00.0000000","","","2024-03-06 10:26:51.293000000","",""
"180","73","1","1","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"181","73","1","2","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"182","73","1","3","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"183","73","1","4","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"184","73","1","5","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"185","73","1","6","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"186","73","1","7","21:45:00.0000000","","","2024-03-06 10:26:38.833000000","",""
"187","10","1","1","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"188","10","1","2","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"189","10","1","3","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"190","10","1","4","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"191","10","1","5","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"192","10","1","6","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"193","10","1","7","12:29:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"194","11","1","1","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"195","11","1","2","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"196","11","1","3","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"197","11","1","4","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"198","11","1","5","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"199","11","1","6","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"200","11","1","7","18:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"201","88","1","1","23:34:00.0000000","","","","",""
"202","88","1","2","23:34:00.0000000","","","","",""
"203","88","1","3","23:34:00.0000000","","","","",""
"204","88","1","4","23:34:00.0000000","","","","",""
"205","88","1","5","23:34:00.0000000","","","","",""
"206","88","1","6","23:34:00.0000000","","","","",""
"207","88","1","7","23:34:00.0000000","","","","",""
"208","12","1","1","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"209","12","1","2","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"210","12","1","3","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"211","12","1","4","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"212","12","1","5","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"213","12","1","6","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"214","12","1","7","12:29:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"215","13","1","1","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"216","13","1","2","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"217","13","1","3","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"218","13","1","4","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"219","13","1","5","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"220","13","1","6","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"221","13","1","7","18:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"222","91","1","1","23:34:00.0000000","","","","",""
"223","91","1","2","23:34:00.0000000","","","","",""
"224","91","1","3","23:34:00.0000000","","","","",""
"225","91","1","4","23:34:00.0000000","","","","",""
"226","91","1","5","23:34:00.0000000","","","","",""
"227","91","1","6","23:34:00.0000000","","","","",""
"228","91","1","7","23:34:00.0000000","","","","",""
"229","15","1","1","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"230","15","1","2","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"231","15","1","3","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"232","15","1","4","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"233","15","1","5","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"234","15","1","6","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"235","15","1","7","23:34:00.0000000","","","2024-03-06 10:23:37.997000000","",""
"236","93","1","1","12:29:00.0000000","","","","",""
"237","93","1","2","12:29:00.0000000","","","","",""
"238","93","1","3","12:29:00.0000000","","","","",""
"239","93","1","4","12:29:00.0000000","","","","",""
"240","93","1","5","12:29:00.0000000","","","","",""
"241","93","1","6","12:29:00.0000000","","","","",""
"242","93","1","7","12:29:00.0000000","","","","",""
"243","94","1","1","18:59:00.0000000","","","","",""
"244","94","1","2","18:59:00.0000000","","","","",""
"245","94","1","3","18:59:00.0000000","","","","",""
"246","94","1","4","18:59:00.0000000","","","","",""
"247","94","1","5","18:59:00.0000000","","","","",""
"248","94","1","6","18:59:00.0000000","","","","",""
"249","94","1","7","18:59:00.0000000","","","","",""
"250","95","1","1","23:00:00.0000000","","","","",""
"251","95","1","5","23:00:00.0000000","","","","",""
"252","96","1","4","20:00:00.0000000","","","","",""
"253","96","1","7","20:00:00.0000000","","","","",""
"254","97","1","3","20:00:00.0000000","","","","",""
"255","97","1","6","20:00:00.0000000","","","","",""
"256","98","1","1","20:00:00.0000000","","","","",""
"257","98","1","2","20:00:00.0000000","","","","",""
"258","98","1","3","20:00:00.0000000","","","","",""
"259","98","1","4","20:00:00.0000000","","","","",""
"260","98","1","5","20:00:00.0000000","","","","",""
"261","98","1","6","20:00:00.0000000","","","","",""
"262","98","1","7","20:00:00.0000000","","","","",""
"263","10","1","1","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"264","10","1","2","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"265","10","1","3","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"266","10","1","4","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"267","10","1","5","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"268","10","1","6","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"269","10","1","7","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"270","11","1","1","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"271","11","1","2","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"272","11","1","3","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"273","11","1","4","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"274","11","1","5","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"275","11","1","6","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"276","11","1","7","19:59:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"277","12","1","1","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"278","12","1","2","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"279","12","1","3","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"280","12","1","4","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"281","12","1","5","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"282","12","1","6","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"283","12","1","7","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"284","13","1","1","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"285","13","1","2","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"286","13","1","3","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"287","13","1","4","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"288","13","1","5","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"289","13","1","6","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"290","13","1","7","19:59:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"291","49","1","1","21:22:00.0000000","","","2024-03-06 10:23:51.233000000","",""
"292","49","1","5","21:22:00.0000000","","","2024-03-06 10:23:51.233000000","",""
"293","49","1","7","21:22:00.0000000","","","2024-03-06 10:23:51.233000000","",""
"294","104","1","1","12:40:00.0000000","","","","",""
"295","104","1","2","12:40:00.0000000","","","","",""
"296","104","1","3","12:40:00.0000000","","","","",""
"297","104","1","4","12:40:00.0000000","","","","",""
"298","104","1","5","12:40:00.0000000","","","","",""
"299","104","1","6","12:40:00.0000000","","","","",""
"300","104","1","7","12:40:00.0000000","","","","",""
"301","109","1","1","21:22:00.0000000","","","","",""
"302","109","1","2","21:22:00.0000000","","","","",""
"303","109","1","3","21:22:00.0000000","","","","",""
"304","109","1","4","21:22:00.0000000","","","","",""
"305","109","1","5","21:22:00.0000000","","","","",""
"306","109","1","6","21:22:00.0000000","","","","",""
"307","109","1","7","21:22:00.0000000","","","","",""
"308","10","1","1","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"309","10","1","2","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"310","10","1","3","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"311","10","1","4","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"312","10","1","5","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"313","10","1","6","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"314","10","1","7","12:40:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"315","11","1","1","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"316","11","1","2","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"317","11","1","3","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"318","11","1","4","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"319","11","1","5","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"320","11","1","6","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"321","11","1","7","21:22:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"322","12","1","1","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"323","12","1","2","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"324","12","1","3","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"325","12","1","4","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"326","12","1","5","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"327","12","1","6","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"328","12","1","7","12:40:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"329","110","1","3","23:00:00.0000000","","","","",""
"330","110","1","7","23:00:00.0000000","","","","",""
"331","111","1","3","23:00:00.0000000","","","","",""
"332","111","1","7","23:00:00.0000000","","","","",""
"333","10","1","1","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"334","10","1","2","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"335","10","1","3","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"336","10","1","4","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"337","10","1","5","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"338","10","1","6","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"339","10","1","7","13:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"340","11","1","1","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"341","11","1","2","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"342","11","1","3","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"343","11","1","4","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"344","11","1","5","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"345","11","1","6","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"346","11","1","7","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"347","12","1","1","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"348","12","1","2","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"349","12","1","3","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"350","12","1","4","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"351","12","1","5","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"352","12","1","6","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"353","12","1","7","13:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"354","13","1","1","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"355","13","1","2","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"356","13","1","3","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"357","13","1","4","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"358","13","1","5","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"359","13","1","6","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"360","13","1","7","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"361","28","1","1","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"362","28","1","2","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"363","28","1","3","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"364","28","1","4","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"365","28","1","5","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"366","28","1","6","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"367","28","1","7","23:00:00.0000000","","","2024-03-06 10:23:12.880000000","",""
"368","117","1","1","23:00:00.0000000","","","","",""
"369","117","1","2","23:00:00.0000000","","","","",""
"370","117","1","3","23:00:00.0000000","","","","",""
"371","117","1","4","23:00:00.0000000","","","","",""
"372","117","1","5","23:00:00.0000000","","","","",""
"373","117","1","6","23:00:00.0000000","","","","",""
"374","117","1","7","23:00:00.0000000","","","","",""
"375","10","1","1","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"376","10","1","2","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"377","10","1","3","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"378","10","1","4","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"379","10","1","5","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"380","10","1","6","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"381","10","1","7","12:20:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"382","11","1","1","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"383","11","1","2","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"384","11","1","3","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"385","11","1","4","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"386","11","1","5","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"387","11","1","6","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"388","11","1","7","22:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"389","12","1","1","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"390","12","1","2","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"391","12","1","3","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"392","12","1","4","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"393","12","1","5","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"394","12","1","6","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"395","12","1","7","12:20:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"396","13","1","1","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"397","13","1","2","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"398","13","1","3","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"399","13","1","4","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"400","13","1","5","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"401","13","1","6","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"402","13","1","7","22:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"403","122","1","1","21:22:00.0000000","","","","",""
"404","122","1","5","21:22:00.0000000","","","","",""
"405","122","1","7","21:22:00.0000000","","","","",""
"406","123","1","1","21:22:00.0000000","","","","",""
"407","123","1","5","21:22:00.0000000","","","","",""
"408","123","1","7","21:22:00.0000000","","","","",""
"409","124","1","4","19:35:00.0000000","","","","",""
"410","124","1","7","19:35:00.0000000","","","","",""
"411","25","1","4","20:00:00.0000000","","","","",""
"412","25","1","7","20:00:00.0000000","","","","",""
"413","6","1","1","20:30:00.0000000","","","","",""
"414","6","1","2","20:30:00.0000000","","","","",""
"415","6","1","3","20:30:00.0000000","","","","",""
"416","6","1","4","20:30:00.0000000","","","","",""
"417","6","1","5","20:30:00.0000000","","","","",""
"418","6","1","6","20:30:00.0000000","","","","",""
"419","6","1","7","20:30:00.0000000","","","","",""
"420","27","1","4","23:00:00.0000000","","","","",""
"421","27","1","7","23:00:00.0000000","","","","",""
"422","28","1","1","23:00:00.0000000","","","","",""
"423","28","1","2","23:00:00.0000000","","","","",""
"424","28","1","3","23:00:00.0000000","","","","",""
"425","28","1","4","23:00:00.0000000","","","","",""
"426","28","1","5","23:00:00.0000000","","","","",""
"427","28","1","6","23:00:00.0000000","","","","",""
"428","28","1","7","23:00:00.0000000","","","","",""
"429","12","1","1","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"430","12","1","2","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"431","12","1","3","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"432","12","1","4","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"433","12","1","5","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"434","12","1","6","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"435","12","1","7","13:59:00.0000000","","","2024-03-06 10:26:13.770000000","",""
"436","13","1","1","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"437","13","1","2","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"438","13","1","3","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"439","13","1","4","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"440","13","1","5","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"441","13","1","6","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"442","13","1","7","23:00:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"443","11","1","1","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"444","11","1","2","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"445","11","1","3","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"446","11","1","4","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"447","11","1","5","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"448","11","1","6","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"449","11","1","7","23:00:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"450","10","1","1","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"451","10","1","2","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"452","10","1","3","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"453","10","1","4","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"454","10","1","5","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"455","10","1","6","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"456","10","1","7","13:59:00.0000000","","","2024-03-06 10:02:41.130000000","",""
"457","11","1","1","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"458","11","1","2","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"459","11","1","3","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"460","11","1","4","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"461","11","1","5","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"462","11","1","6","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"463","11","1","7","19:29:00.0000000","","","2024-03-06 09:56:53.117000000","",""
"464","13","1","1","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"465","13","1","2","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"466","13","1","3","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"467","13","1","4","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"468","13","1","5","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"469","13","1","6","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"470","13","1","7","19:29:00.0000000","","","2024-03-06 10:25:46.297000000","",""
"471","7","1","1","21:00:00.0000000","","","","",""
"472","7","1","2","21:00:00.0000000","","","","",""
"473","7","1","3","21:00:00.0000000","","","","",""
