month,day,year,position01,position02,position03,position04,position05,position06,position07
02,26,2022,2,3,23,25,37,39,13
02,23,2022,2,23,29,30,32,38,5
02,19,2022,9,10,16,18,19,23,35
02,16,2022,3,10,11,12,14,28,39
02,12,2022,6,17,20,27,32,38,30
02,9,2022,6,7,9,16,30,33,28
02,5,2022,21,22,28,31,34,36,18
02,2,2022,1,19,23,29,38,39,33
02,26,2022,1,15,21,31,34,39,7
02,23,2022,12,14,15,21,30,39,10
02,19,2022,3,12,15,18,36,40,27
02,16,2022,9,11,16,17,34,35,25
02,12,2022,15,21,25,29,33,40,34
02,9,2022,8,30,32,34,36,39,1
02,5,2022,10,14,16,30,35,37,22
02,2,2022,1,14,24,28,32,36,37
01,29,2022,4,6,15,18,19,32,9
01,26,2022,14,18,21,25,33,39,35
01,22,2022,7,22,25,30,33,40,24
01,19,2022,1,3,11,34,35,39,25
01,15,2022,6,11,18,29,31,39,5
01,12,2022,4,10,12,19,23,24,21
01,8,2022,13,17,25,28,33,38,31
01,5,2022,1,18,19,21,24,37,33
01,1,2022,4,7,15,19,32,40,3
12,29,2021,4,11,14,21,24,33,18
12,25,2021,5,6,16,22,25,29,4
12,22,2021,4,8,21,25,32,35,15
12,18,2021,7,8,12,26,38,39,11
12,15,2021,2,7,10,21,28,39,20
12,11,2021,6,12,13,19,32,39,8
12,8,2021,2,10,13,14,18,28,26
12,4,2021,3,24,34,36,37,38,19
12,1,2021,3,11,17,21,23,38,20
11,27,2021,4,5,17,26,27,32,6
11,24,2021,1,21,31,32,39,40,7
11,20,2021,6,8,14,19,28,40,11
11,17,2021,1,5,13,14,19,30,9
11,13,2021,4,7,16,29,34,37,24
11,10,2021,5,18,19,27,33,40,11
11,6,2021,7,16,20,29,31,37,33
11,3,2021,2,4,15,16,21,36,37
10,30,2021,3,11,15,28,34,37,29
10,27,2021,22,24,27,28,35,39,15
10,23,2021,10,19,20,23,31,33,29
10,20,2021,3,9,14,18,28,29,22
10,16,2021,24,30,32,33,37,38,7
10,13,2021,5,9,14,16,28,34,3
10,9,2021,9,13,19,23,28,39,31
10,6,2021,6,15,16,20,29,33,11
10,2,2021,3,10,26,29,31,38,17
09,29,2021,4,18,20,23,33,40,29
09,25,2021,1,6,11,19,32,39,40
09,22,2021,1,5,14,24,31,37,39
09,18,2021,4,6,11,21,35,37,9
09,15,2021,4,24,26,27,30,31,17
09,11,2021,3,24,25,28,31,38,7
09,8,2021,3,6,9,20,24,40,26
09,4,2021,1,4,13,20,21,36,15
09,1,2021,4,12,14,17,27,32,6
08,28,2021,2,3,4,21,26,34,20
08,25,2021,4,13,17,22,38,39,35
08,21,2021,16,20,24,27,28,31,21
08,18,2021,2,11,16,19,23,38,40
08,14,2021,12,20,28,32,33,37,18
08,11,2021,4,12,17,23,29,33,38
08,7,2021,2,18,24,30,34,37,21
08,4,2021,12,14,16,18,34,39,17
07,31,2021,3,7,10,35,39,40,24
07,28,2021,16,17,18,21,38,39,8
07,24,2021,3,6,13,25,32,34,36
07,21,2021,6,8,9,16,23,26,33
07,17,2021,1,19,20,23,26,40,6
07,14,2021,4,23,29,34,39,40,10
07,10,2021,1,4,11,15,18,39,26
07,7,2021,14,17,21,23,25,39,33
07,3,2021,9,21,29,30,31,36,23
06,30,2021,1,11,15,17,23,34,37
06,26,2021,4,7,12,18,20,30,15
06,23,2021,3,8,9,20,23,24,19
06,19,2021,7,9,14,24,32,36,33
06,16,2021,5,9,12,13,20,22,11
06,12,2021,2,11,12,18,19,23,5
06,9,2021,9,13,15,17,23,38,6
06,5,2021,13,15,19,28,31,34,21
06,2,2021,7,15,19,24,33,39,9
05,29,2021,7,16,18,23,30,33,31
05,26,2021,2,6,7,34,38,39,18
05,22,2021,3,14,19,29,30,33,36
05,19,2021,3,8,19,23,28,40,24
05,15,2021,5,6,13,22,26,37,36
05,12,2021,3,6,33,35,38,40,7
05,8,2021,18,20,26,32,35,39,23
05,5,2021,4,11,16,31,32,38,28
05,1,2021,11,17,19,21,30,39,15
04,28,2021,2,11,17,23,33,39,38
04,24,2021,5,7,15,31,32,38,13
04,21,2021,2,8,11,21,24,38,1
04,17,2021,3,18,22,30,31,34,27
04,14,2021,1,5,24,34,36,37,33
04,10,2021,19,20,21,27,28,36,15
04,7,2021,3,17,21,29,34,36,31
04,3,2021,3,8,11,28,33,35,15
02,31,2021,1,2,16,18,21,32,3
02,27,2021,7,31,33,35,36,38,32
02,24,2021,7,13,14,18,24,37,21
02,20,2021,1,9,23,29,31,34,2
02,17,2021,1,5,21,22,30,33,31
02,13,2021,15,19,20,25,32,37,31
02,10,2021,4,9,20,22,25,39,6
02,6,2021,10,17,33,34,36,39,8
02,3,2021,31,32,33,34,37,38,4
02,27,2021,9,12,15,25,33,39,13
02,24,2021,4,9,13,20,31,38,21
02,20,2021,9,13,26,30,35,37,38
02,17,2021,4,11,20,25,32,40,17
02,13,2021,23,29,30,31,33,37,14
02,10,2021,1,3,13,15,30,31,28
02,6,2021,4,5,17,32,36,40,2
02,3,2021,4,18,19,22,23,24,10
01,30,2021,2,6,20,23,32,34,10
01,27,2021,2,9,12,14,24,32,7
01,23,2021,4,18,19,24,27,36,3
01,20,2021,5,6,13,16,34,39,31
01,16,2021,5,8,12,25,35,39,10
01,13,2021,8,13,15,27,28,40,1
01,9,2021,4,7,9,12,13,14,23
01,6,2021,5,27,29,30,31,37,2
01,2,2021,8,13,16,20,22,26,30
12,30,2020,5,16,31,33,38,39,28
12,26,2020,2,19,22,28,29,39,37
12,23,2020,6,20,22,25,30,36,34
12,19,2020,2,6,24,32,33,39,31
12,16,2020,1,18,21,26,29,30,31
12,12,2020,2,13,22,31,37,40,18
12,9,2020,9,12,15,23,25,35,33
12,5,2020,9,17,21,27,33,38,12
12,2,2020,1,18,27,28,34,38,35
11,28,2020,2,9,17,30,31,38,5
11,25,2020,6,10,13,19,31,38,2
11,21,2020,2,4,8,12,21,22,23
11,18,2020,17,23,24,26,35,39,28
11,14,2020,10,15,22,29,31,33,38
11,11,2020,14,19,24,25,30,34,8
11,7,2020,3,6,14,20,31,39,13
11,4,2020,4,6,8,16,24,38,11
10,31,2020,7,12,17,18,20,40,1
10,28,2020,3,4,5,15,16,24,27
10,24,2020,1,12,25,26,35,38,21
10,21,2020,1,5,19,26,35,38,13
10,17,2020,4,25,30,32,33,34,19
10,14,2020,1,11,12,24,29,38,7
10,10,2020,15,20,26,33,34,39,25
10,7,2020,4,18,23,26,38,40,16
10,3,2020,11,14,26,30,36,38,39
09,30,2020,9,14,22,24,31,40,36
09,26,2020,5,10,16,18,27,35,36
09,23,2020,8,9,11,17,19,24,4
09,19,2020,3,8,12,13,14,29,16
09,16,2020,9,11,14,27,29,31,20
09,12,2020,12,13,20,24,29,39,19
09,9,2020,2,4,17,20,26,40,36
09,5,2020,3,11,18,24,31,32,36
09,2,2020,12,24,30,31,38,39,28
08,29,2020,1,14,21,22,24,37,9
08,26,2020,9,15,23,25,31,39,27
08,22,2020,9,18,23,31,33,40,8
08,19,2020,3,10,12,24,27,34,7
08,15,2020,2,15,22,28,35,40,10
08,12,2020,3,15,20,26,27,30,39
08,8,2020,2,5,9,10,36,38,27
08,5,2020,1,6,26,31,34,35,37
08,1,2020,11,12,14,21,28,31,33
07,29,2020,14,21,22,32,36,40,30
07,25,2020,18,22,24,32,38,40,26
07,22,2020,1,9,11,18,24,33,23
07,18,2020,11,15,23,35,39,40,32
07,15,2020,8,17,23,25,38,40,22
07,11,2020,15,21,24,26,31,37,23
07,8,2020,8,9,25,28,30,37,3
07,4,2020,6,11,27,28,34,37,20
07,1,2020,4,22,26,28,29,39,12
06,27,2020,3,4,5,11,31,33,30
06,24,2020,5,6,8,16,20,31,34
06,20,2020,4,17,30,32,36,39,40
06,17,2020,9,16,17,20,26,35,2
06,13,2020,5,9,11,14,33,34,6
06,10,2020,4,18,19,26,30,38,25
06,6,2020,12,16,20,27,32,33,23
06,3,2020,4,17,18,28,29,38,35
05,30,2020,2,13,21,26,32,40,3
05,27,2020,4,6,8,9,15,40,1
05,23,2020,6,8,28,34,36,39,15
05,20,2020,1,3,26,35,36,40,27
05,16,2020,12,15,20,32,34,38,22
05,13,2020,5,7,17,19,32,39,15
05,9,2020,1,7,12,14,22,24,39
05,6,2020,7,12,14,21,31,40,26
05,2,2020,3,9,19,31,32,34,29
04,29,2020,4,6,20,26,32,39,25
04,25,2020,3,22,27,32,34,37,4
04,22,2020,7,16,22,23,33,34,31
04,18,2020,7,9,18,21,26,39,28
04,15,2020,1,4,6,8,23,27,20
04,11,2020,8,11,13,15,21,33,19
04,8,2020,2,15,19,22,24,37,30
04,4,2020,3,4,7,18,20,39,32
04,1,2020,14,22,28,30,36,38,18
02,28,2020,3,8,18,30,33,34,10
02,25,2020,1,5,10,17,20,32,39
02,21,2020,8,10,12,13,26,30,34
02,18,2020,2,20,23,24,26,28,35
02,14,2020,1,8,21,22,29,31,27
02,11,2020,5,16,23,30,32,36,17
02,7,2020,8,13,28,35,36,37,17
02,4,2020,3,19,24,32,33,39,31
02,29,2020,4,9,10,21,36,39,28
02,26,2020,12,20,21,24,34,38,31
02,22,2020,13,17,19,28,32,37,6
02,19,2020,4,8,10,19,32,37,11
02,15,2020,8,14,19,22,31,35,25
02,12,2020,7,8,9,11,13,33,27
02,8,2020,2,21,25,27,29,34,12
02,5,2020,4,19,22,24,27,30,18
02,1,2020,3,14,21,28,30,39,20
01,29,2020,5,13,15,17,26,34,23
01,25,2020,6,8,19,21,32,39,24
01,22,2020,5,16,19,24,27,35,33
01,18,2020,3,17,19,32,33,38,13
01,15,2020,14,18,25,30,35,38,12
01,11,2020,7,10,25,27,31,34,24
01,8,2020,2,14,15,21,31,38,3
01,4,2020,2,14,21,25,30,33,3
01,1,2020,3,10,11,24,32,33,37
