month,day,year,position01,position02,position03,position04,position05
06,26,2023,9,16,17,21,34
06,25,2023,10,25,31,33,38
06,24,2023,5,8,15,25,41
06,23,2023,6,17,23,36,41
06,22,2023,4,16,17,23,34
06,21,2023,12,18,22,30,38
06,20,2023,1,3,27,32,33
06,19,2023,2,8,27,31,41
06,18,2023,1,20,24,26,35
06,17,2023,7,9,12,24,33
06,16,2023,2,5,26,31,41
06,15,2023,2,7,19,21,39
06,14,2023,14,20,34,39,40
06,13,2023,6,11,15,16,35
06,12,2023,14,15,25,31,32
06,11,2023,8,14,21,31,37
06,10,2023,1,11,12,19,32
06,9,2023,7,11,15,20,41
06,8,2023,15,19,27,32,38
06,7,2023,3,6,17,19,24
06,6,2023,2,7,24,26,39
06,5,2023,3,13,33,34,37
06,4,2023,6,19,20,31,33
06,3,2023,10,23,28,35,39
06,2,2023,1,2,6,18,35
06,1,2023,13,25,27,31,33
05,31,2023,1,3,17,34,39
05,30,2023,1,5,23,36,37
05,29,2023,8,11,26,34,37
05,28,2023,8,11,18,28,35
05,27,2023,7,8,21,31,38
05,26,2023,3,21,22,24,34
05,25,2023,3,17,27,34,38
05,24,2023,4,14,17,29,34
05,23,2023,23,26,34,35,39
05,22,2023,12,26,29,30,31
05,21,2023,3,16,19,22,41
05,20,2023,5,13,16,24,32
05,19,2023,4,8,10,24,31
05,18,2023,1,22,23,32,38
05,17,2023,1,14,26,29,36
05,16,2023,10,14,21,32,37
05,15,2023,1,22,26,27,29
05,14,2023,3,5,16,19,34
05,13,2023,12,28,30,32,36
05,12,2023,3,9,26,36,40
05,11,2023,2,16,26,31,39
05,10,2023,1,11,15,17,37
05,9,2023,4,6,15,30,31
05,8,2023,6,12,24,34,40
05,7,2023,6,7,13,19,24
05,6,2023,1,2,24,29,37
05,5,2023,10,14,24,37,39
05,4,2023,9,15,30,32,35
05,3,2023,10,20,36,38,39
05,2,2023,5,14,27,39,40
05,1,2023,11,12,18,30,37
04,30,2023,6,8,14,21,34
04,29,2023,14,19,26,33,40
04,28,2023,1,2,3,12,33
04,27,2023,2,7,9,17,22
04,26,2023,5,17,18,24,31
04,25,2023,3,6,7,10,16
04,24,2023,11,17,21,29,38
04,23,2023,4,11,17,33,38
04,22,2023,3,12,13,29,37
04,21,2023,3,11,20,27,29
04,20,2023,19,21,33,35,40
04,19,2023,19,25,26,39,41
04,18,2023,1,16,17,18,25
04,17,2023,2,9,13,23,33
04,16,2023,21,27,29,37,41
04,15,2023,6,22,28,32,34
04,14,2023,9,15,21,28,31
04,13,2023,12,14,32,36,39
04,12,2023,7,19,22,28,31
04,11,2023,14,15,16,23,32
04,10,2023,13,24,26,30,39
04,9,2023,5,10,11,16,18
04,8,2023,13,20,24,26,41
04,7,2023,3,20,21,31,35
04,6,2023,6,11,13,21,38
04,5,2023,6,7,8,24,29
04,4,2023,22,28,30,31,35
04,3,2023,5,9,21,29,41
04,2,2023,15,21,28,31,36
04,1,2023,2,8,9,20,22
02,31,2023,13,18,35,36,41
02,30,2023,10,18,22,32,37
02,29,2023,5,7,11,12,19
02,28,2023,3,4,12,34,41
02,27,2023,6,12,15,20,23
02,26,2023,12,14,16,32,35
02,25,2023,7,8,19,35,36
02,24,2023,6,8,11,13,23
02,23,2023,3,5,6,8,28
02,22,2023,6,28,30,34,38
02,21,2023,2,18,21,22,40
02,20,2023,7,11,27,29,40
02,19,2023,19,31,32,33,40
02,18,2023,5,12,17,21,22
02,17,2023,7,25,28,31,34
02,16,2023,5,16,30,33,35
02,15,2023,7,8,12,13,19
02,14,2023,10,15,23,29,32
02,13,2023,11,18,21,23,31
02,12,2023,15,17,24,30,37
02,11,2023,13,15,30,31,33
02,10,2023,3,15,24,30,41
02,9,2023,11,22,26,36,39
02,8,2023,6,9,11,16,35
02,7,2023,7,24,26,31,39
02,6,2023,1,5,6,19,30
02,5,2023,1,18,27,33,36
02,4,2023,11,12,21,32,39
02,3,2023,6,13,19,23,29
02,2,2023,9,12,16,30,31
02,1,2023,7,13,16,28,39
02,28,2023,23,25,33,36,38
02,27,2023,3,4,11,24,34
02,26,2023,1,5,13,25,38
02,25,2023,12,27,32,33,35
02,24,2023,2,3,26,36,39
02,23,2023,1,19,34,36,40
02,22,2023,22,27,30,35,39
02,21,2023,3,9,10,31,39
02,20,2023,6,12,20,35,37
02,19,2023,12,13,20,22,31
02,18,2023,6,8,27,35,38
02,17,2023,11,12,16,22,41
02,16,2023,2,3,13,22,36
02,15,2023,9,11,15,19,32
02,14,2023,5,6,8,18,34
02,13,2023,3,10,17,26,30
02,12,2023,19,21,24,29,41
02,11,2023,8,11,16,24,32
02,10,2023,19,22,31,37,41
02,9,2023,4,5,11,20,40
02,8,2023,14,17,26,33,40
02,7,2023,2,5,7,34,39
02,6,2023,2,9,21,27,31
02,5,2023,1,15,16,19,28
02,4,2023,2,4,9,20,28
02,3,2023,2,17,25,33,36
02,2,2023,3,8,17,20,21
02,1,2023,8,23,24,29,32
01,31,2023,2,3,13,25,36
01,30,2023,5,22,28,31,34
01,29,2023,4,13,27,31,39
01,28,2023,1,21,22,27,29
01,27,2023,1,5,13,21,38
01,26,2023,6,24,25,27,39
01,25,2023,3,4,23,25,35
01,24,2023,10,15,21,30,38
01,23,2023,1,5,17,26,41
01,22,2023,2,5,8,16,29
01,21,2023,3,6,19,27,29
01,20,2023,14,15,36,37,39
01,19,2023,9,10,24,30,39
01,18,2023,6,14,17,23,31
01,17,2023,13,24,27,30,36
01,16,2023,7,8,10,17,38
01,15,2023,9,11,15,26,35
01,14,2023,6,10,21,23,40
01,13,2023,17,25,27,38,40
01,12,2023,5,17,30,35,37
01,11,2023,8,20,22,32,36
01,10,2023,25,32,34,40,41
01,9,2023,25,28,29,32,41
01,8,2023,3,4,12,23,34
01,7,2023,9,28,32,33,34
01,6,2023,11,14,16,23,41
01,5,2023,2,5,6,8,22
01,4,2023,9,26,29,33,34
01,3,2023,8,15,17,25,34
01,2,2023,3,19,29,31,35
01,1,2023,20,23,29,34,40
12,31,2022,9,12,15,29,41
12,30,2022,5,10,14,18,35
12,29,2022,6,14,16,23,30
12,28,2022,2,11,17,21,23
12,27,2022,2,3,10,18,25
12,26,2022,1,8,15,29,35
12,25,2022,11,26,31,33,36
12,24,2022,3,8,18,21,39
12,23,2022,11,24,37,38,40
12,22,2022,6,15,30,37,40
12,21,2022,13,20,23,29,37
12,20,2022,7,12,19,20,39
12,19,2022,5,16,33,35,38
12,18,2022,15,17,31,35,36
12,17,2022,10,18,20,28,34
12,16,2022,5,17,19,27,31
12,15,2022,1,7,10,16,41
12,14,2022,11,12,15,17,21
12,13,2022,1,15,27,32,38
12,12,2022,6,14,30,34,38
12,11,2022,18,25,34,37,40
12,10,2022,12,13,21,22,32
12,9,2022,15,27,29,32,33
12,8,2022,8,15,16,21,22
12,7,2022,4,6,15,32,38
12,6,2022,12,20,36,38,40
12,5,2022,8,9,10,19,40
12,4,2022,19,20,32,38,39
12,3,2022,4,11,12,27,40
12,2,2022,9,14,19,31,37
12,1,2022,3,12,16,19,35
11,30,2022,2,14,29,30,39
11,29,2022,10,29,31,40,41
11,28,2022,3,12,22,30,38
11,27,2022,4,11,19,23,27
11,26,2022,9,11,22,37,41
11,25,2022,9,11,28,31,32
11,24,2022,7,11,13,29,38
11,23,2022,4,8,22,25,30
11,22,2022,2,4,11,31,37
11,21,2022,3,9,11,16,26
11,20,2022,3,21,26,32,38
11,19,2022,2,7,8,16,29
11,18,2022,7,13,17,20,23
11,17,2022,8,9,11,25,39
11,16,2022,3,14,19,25,28
11,15,2022,16,19,32,35,38
11,14,2022,3,11,33,37,38
11,13,2022,6,10,24,33,39
11,12,2022,7,14,20,35,37
11,11,2022,3,4,27,34,41
11,10,2022,3,13,21,23,37
11,9,2022,1,2,5,33,39
11,8,2022,2,5,27,39,40
11,7,2022,9,10,12,22,32
11,6,2022,13,30,35,38,40
11,5,2022,6,14,15,20,28
11,4,2022,16,18,20,29,39
11,3,2022,9,34,36,39,41
11,2,2022,10,23,31,33,41
11,1,2022,2,14,18,26,30
10,31,2022,12,13,23,24,35
10,30,2022,7,9,10,14,41
10,29,2022,1,7,9,29,30
10,28,2022,2,18,21,25,26
10,27,2022,3,19,20,24,29
10,26,2022,15,16,21,28,41
10,25,2022,10,14,16,18,39
10,24,2022,3,14,19,24,32
10,23,2022,2,15,22,35,37
10,22,2022,10,21,23,31,41
10,21,2022,1,4,15,29,41
10,20,2022,13,17,22,27,35
10,19,2022,3,7,10,12,34
10,18,2022,10,19,28,29,34
10,17,2022,4,28,35,36,39
10,16,2022,8,14,17,28,30
10,15,2022,4,14,15,30,33
10,14,2022,10,18,19,28,36
10,13,2022,8,12,26,29,35
10,12,2022,12,14,20,27,40
10,11,2022,5,8,16,18,27
10,10,2022,4,8,11,14,40
10,9,2022,8,9,10,23,38
10,8,2022,8,12,13,38,39
10,7,2022,10,17,24,28,31
10,6,2022,10,11,22,33,40
10,5,2022,3,12,30,32,38
10,4,2022,5,7,23,35,37
10,3,2022,9,33,39,40,41
10,2,2022,13,20,25,27,34
10,1,2022,13,21,25,31,34
09,30,2022,3,13,16,20,33
09,29,2022,2,15,22,36,39
09,28,2022,12,19,25,26,38
09,27,2022,2,24,25,27,36
09,26,2022,5,9,14,22,37
09,25,2022,6,13,16,31,41
09,24,2022,5,6,10,20,26
09,23,2022,3,5,18,20,27
09,22,2022,12,14,24,33,39
09,21,2022,4,13,26,30,38
09,20,2022,9,20,22,32,34
09,19,2022,12,16,30,34,39
09,18,2022,19,24,25,26,31
09,17,2022,6,9,18,35,38
09,16,2022,16,23,28,37,40
09,15,2022,34,36,37,38,39
09,14,2022,2,9,20,32,40
09,13,2022,11,20,23,33,36
09,12,2022,2,6,14,23,27
09,11,2022,3,7,8,20,25
09,10,2022,8,13,16,31,37
09,9,2022,13,30,33,38,41
09,8,2022,8,18,23,24,38
09,7,2022,4,14,22,29,32
09,6,2022,5,19,25,29,40
09,5,2022,1,7,22,25,38
09,4,2022,6,14,18,23,30
09,3,2022,3,11,32,36,39
09,2,2022,9,16,18,19,33
09,1,2022,5,7,22,26,27
08,31,2022,2,13,15,19,23
08,30,2022,1,23,28,33,34
08,29,2022,4,8,24,33,40
08,28,2022,12,28,31,32,36
08,27,2022,6,8,20,28,33
08,26,2022,2,4,21,29,31
08,25,2022,4,10,27,30,33
08,24,2022,16,18,27,35,41
08,23,2022,2,10,23,32,34
08,22,2022,7,8,16,31,35
08,21,2022,14,16,18,21,39
08,20,2022,4,10,12,19,27
08,19,2022,2,5,17,26,31
08,18,2022,10,27,29,30,34
08,17,2022,2,3,5,18,30
08,16,2022,25,27,32,37,40
08,15,2022,10,14,16,17,18
08,14,2022,3,22,24,28,38
08,13,2022,3,13,20,23,25
08,12,2022,7,11,14,30,32
08,11,2022,3,13,21,28,39
08,10,2022,3,9,11,32,33
08,9,2022,4,8,22,36,38
08,8,2022,16,22,30,37,39
08,7,2022,9,16,18,27,33
08,6,2022,12,20,22,23,33
08,5,2022,1,6,13,16,25
08,4,2022,11,13,15,20,24
08,3,2022,4,17,29,32,36
08,2,2022,6,14,27,39,41
08,1,2022,3,8,11,22,39
07,31,2022,4,8,31,33,38
07,30,2022,6,7,12,29,33
07,29,2022,5,8,14,28,36
07,28,2022,2,3,6,28,31
07,27,2022,9,11,16,21,32
07,26,2022,3,4,8,35,36
07,25,2022,5,6,20,28,41
07,24,2022,16,17,19,29,37
07,23,2022,1,8,10,15,41
07,22,2022,12,18,33,36,38
07,21,2022,3,7,13,19,35
07,20,2022,10,12,14,16,37
07,19,2022,8,24,29,32,34
07,18,2022,2,4,6,28,31
07,17,2022,4,6,8,12,15
07,16,2022,6,20,21,35,40
07,15,2022,2,3,16,30,37
07,14,2022,21,26,37,40,41
07,13,2022,5,9,13,14,33
07,12,2022,5,11,25,28,39
07,11,2022,13,20,36,37,38
07,10,2022,5,18,21,27,37
07,9,2022,3,23,26,30,38
07,8,2022,13,15,18,28,36
07,7,2022,1,3,11,27,32
07,6,2022,2,29,31,39,40
07,5,2022,11,13,20,22,23
07,4,2022,8,12,17,28,39
07,3,2022,10,13,16,22,33
07,2,2022,2,6,12,27,33
07,1,2022,10,18,30,38,41
06,30,2022,9,17,26,27,32
06,29,2022,5,22,26,29,34
06,28,2022,1,10,19,27,37
06,27,2022,3,6,15,30,39
06,26,2022,29,33,35,36,39
06,25,2022,4,14,15,33,41
06,24,2022,2,12,24,26,33
06,23,2022,7,12,15,23,41
06,22,2022,6,14,18,21,31
06,21,2022,14,16,23,27,38
06,20,2022,10,12,15,29,39
06,19,2022,9,13,15,27,36
06,18,2022,2,14,16,29,32
06,17,2022,6,16,19,33,41
06,16,2022,5,13,20,25,38
06,15,2022,3,8,13,22,35
06,14,2022,8,23,24,26,34
06,13,2022,2,7,10,31,41
06,12,2022,9,13,21,27,35
06,11,2022,1,15,29,33,39
06,10,2022,4,10,17,29,30
06,9,2022,2,30,32,37,40
06,8,2022,15,18,20,21,40
06,7,2022,6,19,22,24,31
06,6,2022,14,28,34,40,41
06,5,2022,18,21,29,32,40
06,4,2022,4,9,10,24,25
06,3,2022,22,29,31,40,41
06,2,2022,1,13,14,32,36
06,1,2022,2,6,13,24,36
05,31,2022,3,6,25,27,34
05,30,2022,2,9,19,20,40
05,29,2022,5,13,31,36,40
05,28,2022,9,17,23,32,40
05,27,2022,8,11,20,33,41
05,26,2022,12,27,30,35,38
05,25,2022,1,11,14,30,35
05,24,2022,18,22,24,29,31
05,23,2022,5,20,26,37,38
05,22,2022,5,16,20,27,41
05,21,2022,5,22,30,36,41
05,20,2022,15,17,25,28,35
05,19,2022,2,22,31,35,37
05,18,2022,3,13,16,26,37
05,17,2022,14,26,28,29,30
05,16,2022,3,19,24,27,33
05,15,2022,6,15,20,26,28
05,14,2022,14,15,16,26,27
05,13,2022,1,2,5,28,37
05,12,2022,3,14,25,30,37
05,11,2022,2,18,24,28,37
05,10,2022,2,18,19,20,21
05,9,2022,5,6,7,21,37
05,8,2022,10,12,19,28,35
05,7,2022,9,13,19,20,37
05,6,2022,3,16,24,25,35
05,5,2022,7,12,23,28,39
05,4,2022,19,22,27,34,39
05,3,2022,7,13,21,22,26
05,2,2022,4,8,10,28,40
05,1,2022,4,16,25,30,39
04,30,2022,4,7,8,10,30
04,29,2022,7,13,16,21,27
04,28,2022,5,7,11,15,33
04,27,2022,4,10,29,32,37
04,26,2022,3,11,12,19,36
04,25,2022,5,8,21,22,23
04,24,2022,4,13,14,26,27
04,23,2022,19,23,30,33,38
04,22,2022,1,4,15,30,37
04,21,2022,9,16,28,29,33
04,20,2022,12,30,31,40,41
04,19,2022,3,22,26,28,41
04,18,2022,5,7,25,35,38
04,17,2022,4,10,11,28,36
04,16,2022,9,22,25,33,34
04,15,2022,8,12,19,28,33
04,14,2022,7,13,14,16,41
04,13,2022,7,11,17,28,39
04,12,2022,7,16,23,24,28
04,11,2022,3,8,13,36,41
04,10,2022,16,19,24,26,27
04,9,2022,11,30,33,34,39
04,8,2022,3,6,12,20,32
04,7,2022,2,11,17,22,30
04,6,2022,11,12,32,33,38
04,5,2022,9,11,18,19,31
04,4,2022,1,6,15,27,40
04,3,2022,5,9,15,19,29
04,2,2022,8,13,19,20,31
04,1,2022,1,11,22,35,40
02,31,2022,1,13,23,29,37
02,30,2022,3,6,12,15,23
02,29,2022,4,5,8,22,39
02,28,2022,7,11,18,24,32
02,27,2022,5,9,37,38,40
02,26,2022,2,21,26,39,40
02,25,2022,21,25,31,32,33
02,24,2022,28,37,38,39,40
02,23,2022,4,22,26,37,41
02,22,2022,12,15,17,35,40
02,21,2022,4,5,35,38,40
02,20,2022,14,20,27,32,36
02,19,2022,7,11,15,18,26
02,18,2022,4,6,22,31,33
02,17,2022,5,10,25,27,34
02,16,2022,10,21,27,29,38
02,15,2022,23,32,35,37,38
02,14,2022,9,18,22,32,39
02,13,2022,8,17,24,25,35
02,12,2022,4,24,26,35,38
02,11,2022,12,18,23,30,38
02,10,2022,12,17,19,23,36
02,9,2022,3,5,29,36,41
02,8,2022,2,19,24,29,30
02,7,2022,2,4,14,15,28
02,6,2022,4,6,7,14,40
02,5,2022,5,9,19,22,28
02,4,2022,7,12,13,14,21
02,3,2022,8,17,20,31,40
02,2,2022,4,11,13,21,24
02,1,2022,12,20,22,24,30
02,28,2022,12,25,33,34,35
02,27,2022,1,4,16,23,25
02,26,2022,1,13,17,19,27
02,25,2022,1,14,29,38,39
02,24,2022,6,13,18,21,25
02,23,2022,6,19,23,33,38
02,22,2022,2,12,15,31,40
02,21,2022,6,9,15,28,33
02,20,2022,8,17,24,29,39
02,19,2022,17,24,30,32,41
02,18,2022,12,18,27,33,35
02,17,2022,6,28,34,37,40
02,16,2022,7,9,30,37,40
02,15,2022,4,5,16,22,30
02,14,2022,8,9,18,30,35
02,13,2022,2,18,20,23,40
02,12,2022,5,6,17,21,31
02,11,2022,9,21,25,28,41
02,10,2022,10,16,19,35,36
02,9,2022,14,20,29,34,37
02,8,2022,1,6,11,28,41
02,7,2022,4,12,16,23,30
02,6,2022,2,5,8,36,40
02,5,2022,7,18,24,29,36
02,4,2022,15,21,32,34,41
02,3,2022,2,3,18,19,25
02,2,2022,2,9,23,28,33
02,1,2022,3,7,14,17,29
01,31,2022,8,17,19,29,40
01,30,2022,5,19,32,34,40
01,29,2022,1,4,9,18,22
01,28,2022,2,15,23,25,33
01,27,2022,4,8,10,14,26
01,26,2022,5,14,15,27,38
01,25,2022,12,18,19,30,38
01,24,2022,1,3,5,15,36
01,23,2022,2,12,19,29,41
01,22,2022,14,23,30,37,38
01,21,2022,2,8,16,40,41
01,20,2022,5,14,24,27,41
01,19,2022,11,15,21,29,37
01,18,2022,2,7,11,23,30
01,17,2022,1,4,10,23,31
01,16,2022,10,12,17,21,37
01,15,2022,6,14,34,35,37
01,14,2022,5,11,17,24,27
01,13,2022,3,11,23,38,41
01,12,2022,9,14,16,37,41
01,11,2022,4,13,17,19,31
01,10,2022,7,10,14,17,36
