month,day,year,position01,position02,position03,position04,position05
02,6,2023,6,9,2,5,1
02,5,2023,0,5,7,4,7
02,4,2023,2,1,6,1,5
02,3,2023,9,3,1,7,9
02,2,2023,7,1,3,0,0
02,1,2023,4,2,8,5,3
01,31,2023,6,0,7,7,8
01,30,2023,8,6,4,5,5
01,29,2023,5,9,5,8,0
01,28,2023,2,5,6,2,1
01,27,2023,9,6,0,7,1
01,26,2023,6,4,4,4,9
01,25,2023,4,9,9,0,2
01,24,2023,7,0,4,9,4
01,23,2023,4,5,3,6,6
01,22,2023,2,1,5,6,4
01,21,2023,0,4,2,1,9
01,20,2023,9,8,4,1,1
01,19,2023,6,6,5,2,4
01,18,2023,1,7,0,5,4
01,17,2023,8,6,7,4,9
01,16,2023,7,5,5,7,9
01,15,2023,6,7,0,7,7
01,14,2023,4,6,1,7,8
01,13,2023,9,9,9,7,0
01,12,2023,8,3,4,1,3
01,11,2023,4,8,3,8,3
01,10,2023,0,3,6,3,8
01,9,2023,9,7,8,1,1
01,8,2023,8,4,2,1,9
01,7,2023,4,2,8,1,8
01,6,2023,8,6,4,6,3
01,5,2023,0,2,1,2,9
01,4,2023,0,3,9,2,6
01,3,2023,0,3,1,2,1
01,2,2023,9,0,7,0,1
01,1,2023,0,6,6,5,8
12,31,2022,3,4,0,9,6
12,30,2022,6,0,3,6,4
12,29,2022,4,3,9,4,6
12,28,2022,6,8,1,6,8
12,27,2022,2,0,8,9,6
12,26,2022,0,9,9,4,7
12,25,2022,1,3,5,0,9
12,24,2022,3,1,9,0,9
12,23,2022,5,3,8,4,1
12,22,2022,4,6,0,8,7
12,21,2022,7,2,9,3,5
12,20,2022,3,2,2,3,5
12,19,2022,2,9,2,8,7
12,18,2022,4,8,1,0,0
12,17,2022,5,6,4,8,3
12,16,2022,0,1,2,4,2
12,15,2022,1,7,1,6,2
12,14,2022,7,7,4,2,6
12,13,2022,8,9,9,2,6
12,12,2022,8,9,3,1,9
12,11,2022,7,4,9,7,2
12,10,2022,0,2,6,7,3
12,9,2022,7,9,4,8,5
12,8,2022,6,9,6,6,4
12,7,2022,7,4,4,7,2
12,6,2022,3,0,5,1,1
12,5,2022,5,7,8,1,8
12,4,2022,4,6,1,7,2
12,3,2022,1,6,3,4,4
12,2,2022,7,2,9,5,8
12,1,2022,7,8,9,4,9
11,30,2022,7,6,8,9,0
11,29,2022,4,8,4,9,7
11,28,2022,3,7,1,4,7
11,27,2022,0,6,5,2,3
11,26,2022,6,0,4,7,6
11,25,2022,3,0,6,3,9
11,24,2022,2,3,7,5,8
11,23,2022,1,7,0,2,6
11,22,2022,5,0,7,0,7
11,21,2022,6,0,0,7,7
11,20,2022,4,6,8,2,4
11,19,2022,5,5,5,5,3
11,18,2022,1,2,3,5,5
11,17,2022,3,8,8,7,8
11,16,2022,4,2,1,8,8
11,15,2022,2,2,6,5,7
11,14,2022,7,3,4,5,5
11,13,2022,3,6,0,0,9
11,12,2022,8,3,7,7,9
11,11,2022,2,7,2,7,8
11,10,2022,1,6,3,4,5
11,9,2022,6,0,5,1,8
11,8,2022,1,0,8,2,5
11,7,2022,6,1,0,2,1
11,6,2022,4,1,8,1,7
11,5,2022,4,0,1,5,0
11,4,2022,5,0,6,1,1
11,3,2022,5,0,4,0,1
11,2,2022,9,3,9,1,9
11,1,2022,1,6,1,6,6
10,31,2022,3,6,3,2,6
10,30,2022,5,4,4,6,4
10,29,2022,6,6,9,3,7
10,28,2022,7,1,3,8,9
10,27,2022,3,4,9,2,6
10,26,2022,4,8,2,0,5
10,25,2022,3,4,1,5,2
10,24,2022,4,4,6,9,9
10,23,2022,0,5,2,0,9
10,22,2022,3,8,3,0,6
10,21,2022,5,0,2,4,9
10,20,2022,3,8,4,8,5
10,19,2022,5,2,7,4,5
10,18,2022,2,6,0,1,0
10,17,2022,5,1,5,0,3
10,16,2022,8,6,0,7,2
10,15,2022,2,3,1,3,8
10,14,2022,8,2,4,6,6
10,13,2022,1,5,0,8,5
10,12,2022,7,6,2,5,7
10,11,2022,0,8,6,2,8
10,10,2022,9,3,8,1,1
10,9,2022,0,9,2,1,5
10,8,2022,3,3,3,1,9
10,7,2022,7,6,9,6,0
10,6,2022,6,3,5,2,4
10,5,2022,9,7,0,8,3
10,4,2022,9,1,6,2,3
10,3,2022,2,6,2,1,4
10,2,2022,8,6,0,0,6
10,1,2022,9,0,4,8,8
09,30,2022,6,8,5,1,5
09,29,2022,2,3,2,0,9
09,28,2022,3,7,1,0,2
09,27,2022,7,4,2,2,0
09,26,2022,3,9,1,5,0
09,25,2022,0,9,2,7,0
09,24,2022,3,6,5,2,9
09,23,2022,6,2,2,7,3
09,22,2022,1,2,5,8,8
09,21,2022,9,4,2,9,4
09,20,2022,2,2,7,5,9
09,19,2022,5,8,2,6,1
09,18,2022,6,1,2,4,3
09,17,2022,1,7,1,0,7
09,16,2022,9,1,8,3,1
09,15,2022,9,3,8,0,7
09,14,2022,6,4,4,6,8
09,13,2022,0,9,8,5,8
09,12,2022,1,6,3,5,2
09,11,2022,4,0,8,2,0
09,10,2022,6,4,0,7,3
09,9,2022,3,4,0,4,3
09,8,2022,4,2,2,4,0
09,7,2022,6,0,5,5,0
09,6,2022,9,0,9,3,2
09,5,2022,3,4,1,8,2
09,4,2022,9,2,4,5,6
09,3,2022,9,5,5,0,9
09,2,2022,9,3,5,5,7
09,1,2022,8,3,4,9,5
08,31,2022,5,9,6,4,1
08,30,2022,8,9,8,1,5
08,29,2022,7,7,2,4,9
08,28,2022,8,0,7,2,7
08,27,2022,1,0,9,1,6
08,26,2022,8,8,0,5,6
08,25,2022,2,2,8,9,3
08,24,2022,4,1,2,4,6
08,23,2022,7,4,8,4,7
08,22,2022,3,1,2,4,4
08,21,2022,4,6,5,1,5
08,20,2022,9,9,1,0,7
08,19,2022,5,2,1,3,4
08,18,2022,4,7,5,0,3
08,17,2022,3,3,0,7,5
08,16,2022,6,4,4,9,7
08,15,2022,0,0,3,3,9
08,14,2022,0,7,4,2,8
08,13,2022,0,9,8,6,4
08,12,2022,7,9,8,7,6
08,11,2022,7,4,7,1,6
08,10,2022,4,0,6,1,7
08,9,2022,1,3,1,9,2
08,8,2022,6,6,9,7,7
08,7,2022,4,6,6,0,6
08,6,2022,3,5,5,8,8
08,5,2022,1,1,8,3,8
08,4,2022,8,2,9,3,7
08,3,2022,4,2,3,7,2
08,2,2022,2,7,6,0,8
08,1,2022,2,1,3,5,3
07,31,2022,9,8,9,6,7
07,30,2022,3,4,4,8,2
07,29,2022,2,3,8,1,5
07,28,2022,9,6,2,7,6
07,27,2022,7,9,1,0,6
07,26,2022,7,7,1,3,1
07,25,2022,5,6,3,4,0
07,24,2022,8,2,1,9,2
07,23,2022,5,2,6,1,2
07,22,2022,4,8,9,1,2
07,21,2022,4,5,0,4,4
07,20,2022,2,9,7,3,5
07,19,2022,3,4,0,0,2
07,18,2022,8,0,0,4,2
07,17,2022,4,3,4,5,1
07,16,2022,2,8,8,1,0
07,15,2022,3,4,6,4,0
07,14,2022,0,0,6,0,9
07,13,2022,5,6,2,3,4
07,12,2022,7,8,0,2,5
07,11,2022,6,3,2,3,2
07,10,2022,9,3,3,3,0
07,9,2022,7,8,6,1,2
07,8,2022,1,3,6,5,0
07,7,2022,9,8,6,6,5
07,6,2022,1,1,8,2,0
07,5,2022,3,3,1,4,1
07,4,2022,5,1,9,8,8
07,3,2022,9,8,2,7,4
07,2,2022,5,1,9,2,6
07,1,2022,4,6,6,3,4
06,30,2022,5,1,0,4,4
06,29,2022,3,2,7,2,3
06,28,2022,7,8,8,8,9
06,27,2022,4,5,9,0,8
06,26,2022,0,1,2,1,9
06,25,2022,1,3,1,3,4
06,24,2022,5,5,1,4,8
06,23,2022,5,8,1,2,3
06,22,2022,8,6,4,9,5
06,21,2022,8,0,8,9,2
06,20,2022,1,6,4,7,1
06,19,2022,7,9,7,2,1
06,18,2022,6,0,7,5,6
06,17,2022,1,0,4,8,8
06,16,2022,6,0,9,3,6
06,15,2022,6,1,4,2,1
06,14,2022,1,7,9,6,1
06,13,2022,7,9,7,3,7
06,12,2022,7,8,0,3,2
06,11,2022,8,0,2,2,5
06,10,2022,4,1,1,8,7
06,9,2022,8,3,8,4,4
06,8,2022,0,2,5,0,1
06,7,2022,3,9,9,2,4
06,6,2022,7,5,9,7,5
06,5,2022,6,6,9,4,2
06,4,2022,8,8,5,8,1
06,3,2022,0,9,8,0,2
06,2,2022,7,6,1,3,0
06,1,2022,8,7,9,4,6
05,31,2022,3,7,9,9,3
05,30,2022,4,0,5,8,9
05,29,2022,4,8,6,3,2
05,28,2022,0,3,4,5,0
05,27,2022,3,8,8,0,6
05,26,2022,6,8,3,5,9
05,25,2022,6,5,2,4,5
05,24,2022,0,2,0,9,7
05,23,2022,0,0,3,3,7
05,22,2022,5,1,6,7,5
05,21,2022,8,1,2,3,3
05,20,2022,3,0,8,1,6
05,19,2022,9,5,2,5,3
05,18,2022,4,8,8,2,6
05,17,2022,4,8,5,4,8
05,16,2022,5,1,5,1,0
05,15,2022,2,7,6,6,4
05,14,2022,7,9,0,4,1
05,13,2022,9,4,0,8,8
05,12,2022,3,5,4,9,9
05,11,2022,4,3,2,7,9
05,10,2022,6,7,2,9,5
05,9,2022,4,9,3,1,1
05,8,2022,8,9,9,2,7
05,7,2022,9,6,3,3,4
05,6,2022,8,6,1,3,7
05,5,2022,2,5,4,1,9
05,4,2022,9,4,4,3,7
05,3,2022,8,2,4,4,0
05,2,2022,1,5,9,5,6
05,1,2022,1,4,7,3,9
04,30,2022,7,3,4,7,5
04,29,2022,1,7,0,4,1
04,28,2022,1,6,9,0,2
04,27,2022,5,7,2,8,4
04,26,2022,8,4,0,9,3
04,25,2022,4,1,7,1,0
04,24,2022,9,8,8,1,2
04,23,2022,0,8,0,3,6
04,22,2022,4,5,2,4,6
04,21,2022,7,3,2,4,4
04,20,2022,5,7,1,0,1
04,19,2022,3,8,3,6,7
04,18,2022,1,0,3,7,0
04,17,2022,6,4,3,6,3
04,16,2022,7,6,6,3,2
04,15,2022,6,1,3,5,0
04,14,2022,0,2,2,1,5
04,13,2022,2,2,5,7,7
04,12,2022,9,4,2,4,8
04,11,2022,9,2,4,7,5
04,10,2022,1,4,7,2,9
04,9,2022,5,6,1,3,1
04,8,2022,3,0,2,4,6
04,7,2022,2,5,7,9,3
04,6,2022,8,4,0,8,6
04,5,2022,2,6,8,4,9
04,4,2022,7,4,4,3,9
04,3,2022,3,4,8,3,2
04,2,2022,8,9,1,2,2
04,1,2022,3,9,9,4,5
02,31,2022,1,9,0,2,7
02,30,2022,6,0,4,5,6
02,29,2022,7,0,1,0,5
02,28,2022,4,2,3,5,7
02,27,2022,3,0,3,0,2
02,26,2022,6,9,8,7,8
02,25,2022,7,9,5,5,5
02,24,2022,0,3,5,8,2
02,23,2022,3,9,0,8,1
02,22,2022,8,1,1,6,4
02,21,2022,2,0,7,8,4
02,20,2022,9,9,1,3,6
02,19,2022,0,0,7,2,2
02,18,2022,1,8,9,7,5
02,17,2022,4,0,1,3,8
02,16,2022,8,5,1,3,5
02,15,2022,2,7,1,8,5
02,14,2022,4,6,7,9,0
02,13,2022,5,4,2,7,4
02,12,2022,0,2,7,6,6
02,11,2022,7,9,4,7,1
02,10,2022,5,9,5,2,8
02,9,2022,0,3,5,4,6
02,8,2022,5,0,9,1,1
02,7,2022,0,5,8,7,8
02,6,2022,0,5,2,4,8
02,5,2022,0,1,8,1,3
02,4,2022,2,8,9,6,6
02,3,2022,6,5,3,8,9
02,2,2022,3,3,1,2,1
02,1,2022,4,7,7,4,5
02,28,2022,9,6,0,1,5
02,27,2022,7,4,3,1,7
02,26,2022,2,2,1,9,1
02,25,2022,9,3,2,6,5
02,24,2022,4,1,1,2,0
02,23,2022,5,2,3,7,9
02,22,2022,3,1,4,1,3
02,21,2022,8,3,4,4,6
02,20,2022,0,7,2,8,7
02,19,2022,0,7,8,5,4
02,18,2022,8,7,2,4,5
02,17,2022,4,9,2,9,9
02,16,2022,6,5,1,1,1
02,15,2022,3,4,1,2,5
02,14,2022,8,3,4,1,2
02,13,2022,6,0,4,2,2
02,12,2022,5,3,7,5,1
02,11,2022,8,4,7,5,9
02,10,2022,6,5,9,5,3
02,9,2022,0,2,6,7,8
02,8,2022,1,3,7,7,9
02,7,2022,6,9,3,6,0
